Corpus, Filename, Utterance number, Clause number, Location of clause start, Location of clause end,Speaker, Clause, Matrix (verb) language, Linguality of clause, Linguality of utterance, Dependent variable, Verb morphology, AoA minority language, AoA majority language, Mother's language, Father's language, Parental input,Primary school language,Secondary school language, Language of education, Identity, Social network
"Siarad","stammers4","614","2","3","3","ELE","dydy ","cym","monoW","monoW","www","be.V.3S.PRES.NEG.SPOKEN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","622","1","1","4","ALN","dw i yn bound ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","622","2","5","8","ALN","o fod ar effro ","cym","monoW","biling","wwb","be.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","624","1","1","6","ALN","na dydy ddim yn swnio fel ","cym","monoW","monoW","www","be.V.3S.PRES.NEG.SPOKEN=sound.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","624","2","7","17","ALN","bod hi yn mynd am ail un ar hyn o bryd ","cym","monoW","monoW","www","be.V.INFIN=go.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","625","1","1","5","ALN","ond um wedi deud hynny ","cym","biling","biling","wbb","say.V.INFIN.SPOKEN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","625","2","6","10","ALN","oedd hi yn gwadu bob_dim ","cym","monoW","biling","wwb","be.V.3S.IMPERF=deny.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","625","3","11","14","ALN","mynd am y cyntaf ","cym","monoW","biling","wwb","go.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","627","1","1","7","ALN","a wedyn yn sydyn wnaethon ni glocio ","cym","monoW","monoW","www","do.V.3P.PAST.SPOKEN+SM=clock.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","630","1","1","6","ALN","oh esgusodwch fi pobl y tâp ","cym","biling","biling","wbb","excuse.V.2P.PRES[or]excuse.V.2P.IMPER","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","632","1","1","2","ALN","aeth hi ","cym","monoW","biling","wwb","go.V.3S.PAST","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","632","2","3","5","ALN","just sefyll yna ","cym","biling","biling","wbb","stand.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","632","3","6","9","ALN","a cochi yn llwyr ","cym","monoW","biling","wwb","blush.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","636","1","1","4","ELE","be wnaeth Louise ta ","cym","biling","biling","wbb","do.V.3S.PAST+SM","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","637","1","1","11","ELE","ydy wedi cynhyrchu mwy o yr pethau chutneys yma jams yma ","cym","biling","biling","wbb","be.V.3S.PRES=produce.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","638","1","1","10","ALN","mae angen i fi anfon y rysáit gwreiddiol ati hi ","cym","monoW","monoW","www","be.V.3S.PRES=send.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","639","1","1","7","ALN","mae wedi rhoi mwy o vinegar i_fewn ","cym","biling","biling","wbb","be.V.3S.PRES=give.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","640","1","1","4","ALN","ond oedd hi meddwl ","cym","monoW","biling","wwb","be.V.3S.IMPERF=think.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","640","2","5","11","ALN","bod un mam yn fwy rich oherwydd ","cym","biling","biling","wbb","be.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","640","3","12","16","ALN","bod o wedi cael amser ","cym","monoW","biling","wwb","be.V.INFIN=have.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","640","4","17","18","ALN","i aeddfedu ","cym","monoW","biling","wwb","mature.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","641","1","1","6","ELE","well dy fam wastad yn deud ","cym","biling","biling","wbb","say.V.INFIN.SPOKEN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","641","2","7","13","ELE","tydy i gadw fo am ychydig fisoedd ","cym","monoW","biling","wwb","be.V.3S.PRES.NEG=keep.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","643","1","1","5","ELE","oh ti ddim yn cofio ","cym","biling","biling","wbb","remember.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","643","2","6","11","ELE","oedd hi yn sgwennu arno fo ","cym","monoW","biling","wwb","be.V.3S.IMPERF=write.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","643","3","12","12","ELE","doedd ","cym","monoW","biling","wwb","be.V.3S.IMPERF.NEG","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","644","1","1","2","ELE","peidiwch â ","cym","monoW","monoW","www","stop.V.2P.IMPER","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","644","2","3","4","ELE","bwyta am ","cym","monoW","monoW","www","eat.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","645","1","1","1","ALN","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers7","137","1","1","8","ROY","oh o'n i yn dysgu hwnna fel plentyn ","cym","biling","biling","wbb","teach.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","138","1","1","8","ROY","ond er do'n i erioed wedi glywed o ","cym","biling","biling","wbb","hear.V.INFIN+SM","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","141","1","1","1","ROY","yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","141","2","2","3","ROY","dyna pam ","","monoW","monoW","","","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","141","3","4","12","ROY","dw i yn licio wneud nhw yn mewn gwasanaeth ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=like.V.INFIN=make.V.INFIN+SM","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","180","1","1","5","ROY","mae hynny yn syniad da ","cym","monoW","monoW","www","be.V.3S.PRES","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","185","1","1","6","ROY","mae hynny yn syniad da iawn ","cym","monoW","monoW","www","be.V.3S.PRES","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","213","1","1","5","GWN","achos mae pethau fel yna ","cym","monoW","monoW","www","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","213","2","6","15","GWN","pan mae ffydd a dod yn Gristion yn yn daith ","cym","monoW","monoW","www","be.V.3S.PRES=come.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","214","1","1","7","GWN","so hwnna ydy yr dechrau yr daith ","cym","biling","biling","wbb","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","215","1","1","11","GWN","a mae yna pethau eraill ti ddim yn hapus efo nhw ","cym","monoW","monoW","www","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","216","1","1","4","GWN","ond mae yr daith ","cym","monoW","monoW","www","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","217","1","1","8","GWN","ti yn cyrraedd ar y ddiwedd yr amser ","cym","monoW","monoW","www","arrive.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","219","1","1","7","GWN","ti yn dod yn fwy fel Iesu_Grist ","cym","monoW","monoW","www","come.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","220","1","1","11","GWN","a ti yn mynd yn hapusach am dy sefyllfa di bob ","cym","monoW","monoW","www","go.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","220","2","12","12","GWN","tro ","cym","monoW","monoW","www","turn.N.M.SG[or]turn.V.2S.IMPER","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","221","1","1","4","GWN","ond mae yn dal ","cym","monoW","monoW","www","be.V.3S.PRES=hold.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","221","2","5","6","GWN","cario ymlaen ","cym","monoW","monoW","www","carry.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","223","1","1","5","GWN","so yn gweithio yn eitha ","cym","biling","biling","wbb","work.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","224","1","1","10","GWN","ac mae gwasanaeth fel yna yn eitha perthnasol iddyn nhw ","cym","monoW","monoW","www","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","230","1","1","3","ROY","ar_ôl gorffen o ","cym","monoW","monoW","www","complete.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","257","1","1","1","ROY","ydy ","cym","monoW","monoW","www","be.V.3S.PRES","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","261","1","1","3","ROY","be ydy H_M_I ","cym","biling","biling","wbb","be.V.3S.PRES","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","310","1","1","2","ROY","dyna lle ","","monoW","biling","","","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","310","2","3","3","ROY","dyna ","","monoW","biling","","","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","310","3","4","9","ROY","lle oedd y hen llys Llewelyn ","cym","biling","biling","wbb","be.V.3S.IMPERF","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","314","1","1","4","ROY","oedd ar y teledu ","cym","monoW","monoW","www","be.V.3S.IMPERF=televise.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","409","1","1","5","GWN","o'n i ddim yn gwybod ","cym","monoW","biling","wwb","know.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","409","2","6","10","GWN","bod chdi yn Uncle Roy ","cym","biling","biling","wbb","be.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","412","1","1","5","GWN","ydy efo pump o blant ","cym","monoW","monoW","www","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","412","2","6","11","GWN","neu ydy yr llall efo rei ","cym","monoW","monoW","www","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","416","1","1","10","GWN","ti yn faint o weithiau ti wedi gweld y plant ","cym","monoW","monoW","www","see.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","421","1","1","7","ROY","so mae mwy anodd rwan i mi ","cym","biling","biling","wbb","be.V.3S.PRES","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","421","2","8","9","ROY","byw yma ","cym","monoW","biling","wwb","live.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","422","1","1","13","ROY","ond pan o'n yn pan o'n i yn byw yn America o'n i ","cym","biling","biling","wbb","live.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","422","2","14","23","ROY","yn gweld nhw ryw ella unwaith pob blwyddyn neu dwywaith ","cym","monoW","biling","wwb","see.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","424","1","1","9","ROY","am mod i yn byw yn Texas a nhw ","cym","biling","biling","wbb","be.V.INFIN+NM=live.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","424","2","10","13","ROY","yn byw yn Florida ","cym","biling","biling","wbb","live.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","426","1","1","11","ROY","ond mae hi wedi cael dau arall mmm ers i mi ","cym","biling","biling","wbb","be.V.3S.PRES=have.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","426","2","12","15","ROY","symud tramor dros môr ","cym","monoW","biling","wwb","move.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","427","1","1","5","GWN","lle mae Ali heno ta ","cym","biling","biling","wbb","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","431","1","1","4","GWN","lle mae yr swyddfa ","cym","monoW","monoW","www","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","434","1","1","5","ROY","ti heb wedi gweld o ","cym","monoW","monoW","www","see.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","438","1","1","3","GWN","trefnu yr briodas ","cym","monoW","biling","wwb","arrange.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","438","2","4","6","GWN","mae yn sure ","cym","biling","biling","wbb","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","439","1","1","3","ROY","mae yn sure ","cym","biling","biling","wbb","be.V.3S.PRES","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","441","1","1","11","ROY","gynno fo brochure am ella cael rhyw rywbeth i mis mêl ","cym","biling","biling","wbb","have.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","444","1","1","6","GWN","mae hynna yn typical Al actually ","cym","biling","biling","wbb","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","445","1","1","4","GWN","trefnu fo yn iawn ","cym","monoW","monoW","www","arrange.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","445","2","5","5","GWN","dydy ","cym","monoW","monoW","www","be.V.3S.PRES.NEG.SPOKEN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","447","1","1","5","GWN","os dw i yn priodi ","cym","monoW","biling","wwb","be.V.1S.PRES.SPOKEN=marry.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","447","2","6","9","GWN","fydda i just fel ","cym","biling","biling","wbb","be.V.1S.FUT+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","450","1","1","10","ROY","ti ddim isio gadael o tan y tan munud ola ","cym","monoW","monoW","www","leave.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","451","1","1","6","GWN","right pwy ydy yr best_man o ","cym","biling","biling","wbb","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","453","1","1","3","ROY","mae yn sure ","cym","biling","biling","wbb","be.V.3S.PRES","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","458","1","1","5","ROY","er dw ddim yn meddwl ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN=think.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","458","2","6","10","ROY","mod i yn nabod o ","cym","monoW","biling","wwb","be.V.INFIN+NM=know.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","630","1","1","10","ROY","so ges i deg diwrnod efo efo efo yn rhieni ","cym","biling","biling","wbb","get.V.1S.PAST.SPOKEN+SM","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","631","1","1","6","ROY","not what I had in mind ","eng","monoE","monoE","eee","had.V.PAST","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","633","1","1","3","ROY","oh paid â ","cym","biling","biling","wbb","stop.V.2S.IMPER","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","633","2","4","5","ROY","gofyn de ","cym","monoW","biling","wwb","ask.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","638","1","1","2","ROY","shut up ","eng","monoE","monoE","eee","shut.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","644","1","1","3","ROY","dydy o ddim ","cym","monoW","monoW","www","be.V.3S.PRES.NEG.SPOKEN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","645","1","1","4","GWN","mae o yn Llansannan ","cym","biling","biling","wbb","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","647","1","1","8","GWN","a dw i yn mynd i Llansannan hefyd ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN=go.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","647","2","9","11","GWN","dw i meddwl ","cym","monoW","biling","wwb","be.V.1S.PRES.SPOKEN=think.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","649","1","1","5","GWN","um mae yr thing yna ","cym","biling","biling","wbb","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","649","2","6","6","GWN","dydy ","cym","monoW","biling","wwb","be.V.3S.PRES.NEG.SPOKEN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","650","1","1","7","GWN","so wnes i fethu flwyddyn dwytha achos ","cym","biling","biling","wbb","do.V.1S.PAST.SPOKEN+SM=fail.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","650","2","8","12","GWN","oedd car fi wedi falu ","cym","biling","biling","wbb","be.V.3S.IMPERF=grind.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","651","1","1","9","GWN","so dw i isio mynd y tro nesa really ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN=go.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","655","1","1","6","GWN","na o'n i wedi cael blow_out ","cym","biling","biling","wbb","have.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","657","1","1","7","GWN","so oedd gynnof fi um replacement tyre ","cym","biling","biling","wbb","be.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","658","1","1","6","GWN","ac oedd hi yn dydd Sul ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","659","1","1","9","GWN","so do'n i ddim yn gallu cael teiar iawn ","cym","biling","biling","wbb","be_able.V.INFIN=have.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","660","1","1","5","GWN","so ti ddim fod i ","cym","biling","biling","wbb","be.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","stammers7","691","1","1","5","ROY","yeah byth yn gwybod be ","cym","biling","biling","wbb","know.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","691","2","6","9","ROY","i wneud efo hwnnw ","cym","monoW","biling","wwb","make.V.INFIN+SM","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","701","1","1","4","ROY","be sy nos Wener ","cym","monoW","monoW","www","which_is.V.3SP.PRES.REL","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","707","1","1","5","ROY","wnes i ddeud wrthat ti ","cym","monoW","monoW","www","do.V.1S.PAST.SPOKEN+SM=say.V.INFIN.SPOKEN+SM","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","708","1","1","3","ROY","ges i um ","cym","biling","biling","wbb","get.V.1S.PAST.SPOKEN+SM","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","708","2","4","5","ROY","wnes i ","cym","monoW","biling","wwb","do.V.1S.PAST.SPOKEN+SM","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","708","3","6","11","ROY","cais i Lerpwl am cwrs nyrsio ","cym","monoW","biling","wwb","application.N.M.SG[or]request.N.M.SG[or]seek.V.3S.PRES=nurse.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers7","710","1","1","5","ROY","dw i wedi cael cyfweliad ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=have.V.INFIN","5","1","2","2","2","2","2","2","3","2.2"
"Siarad","stammers8","213","1","1","9","CAR","oh yeah pwy ydy hwnna ","cym","biling","biling","wbb","be.V.3S.PRES","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","213","2","6","7","CAR","ddaru Gladys ","cym","biling","biling","wbb","did.V.123SP.PAST","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","213","3","8","10","CAR","wneud hwnna hefyd ","cym","monoW","biling","wwb","make.V.INFIN+SM","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","215","1","1","4","CAR","ew mae yn nice ","cym","biling","biling","wbb","be.V.3S.PRES","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","215","2","5","5","CAR","yndy ","cym","monoW","biling","wwb","be.V.3S.PRES.EMPH","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","219","1","1","7","CAR","ew mae hwnna yn cymryd yn lot ","cym","biling","biling","wbb","be.V.3S.PRES=take.V.INFIN","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","219","2","8","8","CAR","yndy ","cym","monoW","biling","wwb","be.V.3S.PRES.EMPH","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","222","1","1","6","CAR","mae hwn yn un da hefyd ","cym","monoW","monoW","www","be.V.3S.PRES","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","225","1","1","1","CAR","oes ","cym","monoW","monoW","www","be.V.3S.PRES.INDEF","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","229","1","1","4","ISL","dyma fel mae mynd ","cym","monoW","monoW","www","be.V.3S.PRES=go.V.INFIN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","230","1","1","4","ISL","oedd o yn Saesneg ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","231","1","1","7","ISL","the Llwyni Methodists have built a church ","eng","biling","biling","ebb","built.V.PASTPART","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","233","1","1","3","ISL","but thinking they ","eng","monoE","biling","eeb","think.V.INFIN+ASV","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","233","2","4","12","ISL","could fool the Lord the back looks partly shabby ","eng","biling","biling","ebb","can.V.COND","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","235","1","1","6","ISL","oedd Greg yn pregethu yn Carmel ","cym","biling","biling","wbb","be.V.3S.IMPERF=preach.V.INFIN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","238","1","1","10","ISL","ac mae hwnnw yn hardd yn y pen blaen polion ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","239","1","1","1","CAR","yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","243","1","1","2","ISL","meddai fo ","cym","monoW","monoW","www","say.V.3S.IMPERF","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","245","1","1","8","CAR","yeah ond tu mewn mae fel llety mawr ","cym","biling","biling","wbb","be.V.3S.PRES","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","245","2","9","9","CAR","yndy ","cym","monoW","biling","wwb","be.V.3S.PRES.EMPH","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","248","1","1","7","CAR","yndy ti yn gwybod efo o lefydd ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH=know.V.INFIN","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","250","1","1","6","ISL","oh yndy yn y cefn stafelloedd ","cym","biling","biling","wbb","be.V.3S.PRES.EMPH","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","250","2","7","7","ISL","yndy ","cym","monoW","biling","wwb","be.V.3S.PRES.EMPH","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","251","1","1","6","CAR","ew mae nice yn tu mewn ","cym","biling","biling","wbb","be.V.3S.PRES","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","251","2","7","7","CAR","yndy ","cym","monoW","biling","wwb","be.V.3S.PRES.EMPH","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","253","1","1","3","CAR","ew yndy ardderchog ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","261","1","1","11","ISL","well er wyt ti ar dy golled yn fawr bore Sul ","cym","biling","biling","wbb","be.V.2S.PRES","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","262","1","1","6","ISL","Clare oedd yn pregethu yn Penbryn ","cym","biling","biling","wbb","be.V.3S.IMPERF=preach.V.INFIN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","455","1","1","5","ISL","oedd o bob chwe phunt ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","458","1","1","1","ISL","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","458","2","2","2","ISL","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","459","1","1","7","CAR","be o'ch chi yn gael am hwnna ","cym","monoW","monoW","www","have.V.INFIN+SM","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","465","1","1","8","ISL","oedd hwnnw rywbeth i wneud efo Menter_Iaith Sir_Fflint ","cym","biling","biling","wbb","be.V.3S.IMPERF=make.V.INFIN+SM","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","465","2","9","11","ISL","dw i meddwl ","cym","monoW","biling","wwb","be.V.1S.PRES.SPOKEN=think.V.INFIN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","466","1","1","1","CAR","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","467","1","1","1","ISL","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","469","1","1","5","CAR","well oh hwyrach mai dyna ","","biling","biling","","","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","469","2","6","7","CAR","be oedd ","cym","monoW","biling","wwb","be.V.3S.IMPERF","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","470","1","1","5","CAR","oedd Keith yn mynd yno ","cym","biling","biling","wbb","be.V.3S.IMPERF=go.V.INFIN","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","471","1","1","4","CAR","dw ddim yn gwybod ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=know.V.INFIN","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","472","1","1","3","ISL","hwyrach bod o ","cym","monoW","monoW","www","be.V.INFIN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","474","1","1","7","ISL","oedd y tocynnau wedi mynd fel yna ","cym","monoW","monoW","www","be.V.3S.IMPERF=go.V.INFIN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","475","1","1","4","CAR","oh mae yn sure ","cym","biling","biling","wbb","be.V.3S.PRES","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","477","1","1","11","CAR","ond dydy o ddim wedi bod ti yn gweld yn y ","cym","monoW","monoW","www","be.V.3S.PRES.NEG.SPOKEN=be.V.INFIN=see.V.INFIN","1","1","1","1","1","2","2","2","1","1.8"
